,review,overall,result
5186,"When the hype becomes the legend, print the hype.",negative,unknown
5187,Too Little Elizabeth Taylor,negative,positive
5188,Two Stars,negative,positive
5189,A family divided over their reaction to Joseph Smith's vision,positive,positive
5190,Beware of blondes in the park (and the consequences that follow...),positive,positive
5191,"Casino Un-Royale ""Delux""  version",negative,positive
5192,Seriously overrated,negative,positive
5193,Great movie - DVD,positive,positive
5194,Horrible Blu Ray,negative,positive
5195,Three Stars,negative,positive
5196,Total disappointment!,negative,positive
5197,Recommended by a friend,negative,positive
5198,One Star,negative,positive
5199,Pippi Longstocking!,negative,positive
5200,Doesn't quite feel 'natural'...,negative,positive
5201,"as usual, relying on human naivete' for victimation to happen",negative,positive
5202,Good but not GREAT!,negative,positive
5203,Don't Let It Vanish From Your DVD Library!,positive,positive
5204,It should be called The Stupid Dance!,negative,positive
5205,EXCELLENT MOVIE.,positive,positive
5206,Loved it as a kid and as an adult,positive,positive
5207,"Crushing the ""Deliverance"" comparison... Rituals, a brilliant film.",positive,positive
5208,Cut & Paste Story seems like a Rough Draft Script,negative,positive
5209,Much better than expected,positive,positive
5210,B-Movie Quality,negative,positive
5211,Too Strange For Me,negative,positive
5212,This Review Could Save Your Wife,positive,unknown
5213,"Why Is This Blu-Ray Titled ""20th Anniversary Edition"" If Nothing New Was Added?",positive,positive
5214,One of my favorite movies. ever.,positive,positive
5215,Certainly a big improvement over STV,negative,positive
5216,Misfire,negative,positive
5217,Sinbad Voyages to the Heart,negative,positive
5218,Three Stars,negative,positive
5219,Great movie.,positive,positive
5220,its a movie,negative,positive
5221,Classic,positive,positive
5222,Three Stars,negative,positive
5223,Very dramatic and suspenseful. Exciting ending.,positive,positive
5224,"Another Average Everyday Family on a Road Trip Movie From the 90s, But This Time Set on a Boat",negative,positive
5225,Idiot's delight.,negative,positive
5226,Great movie,positive,positive
5227,Entertaining studio fare,negative,positive
5228,Solid Entertainment,positive,positive
5229,Very Funny movie...,negative,positive
5230,Off by a few decades,negative,positive
5231,John Wayne heads north of the border in this sub-par western,negative,positive
5232,Based on a true story of the first New York State lottery winner Frank Pesce,positive,positive
5233,Enjoyed it.,positive,positive
5234,Three Stars,negative,positive
5235,Thanks for ruining Christmas,negative,positive
5236,Not the Worst of the MGM's,negative,positive
5237,Three Stars,negative,positive
5238,Five Stars,positive,positive
5239,Five Stars,positive,positive
5240,Body of Evidence,negative,positive
5241,Not a Professionally Produced DVD,negative,positive
5242,i love desi & lucy!,positive,positive
5243,Great,positive,positive
5244,"Good Movie, Overrated ending.",negative,positive
5245,The conversion from short to feature director was not perfect...,negative,positive
5246,Five Stars,positive,positive
5247,"Well done, but the aspect ratio is STILL wrong",negative,positive
5248,Four Stars,positive,positive
5249,Awesome,positive,positive
5250,A classic in every way.,positive,positive
5251,Just plain weird,negative,positive
5252,Something to Watch,negative,positive
5253,"Oh, God, why this dog? Why? Why?",negative,unknown
5254,Interesting but weak evidence,negative,positive
5255,Save Your Money,negative,positive
5256,mediocre movie,negative,positive
5257,Three Stars,negative,positive
5258,Good comedy/drama,positive,positive
5259,I fell asleep,negative,unknown
5260,I ws never this emotional...,positive,positive
5261,Octopussy,negative,positive
5262,AN UNDERRATED CLASSIC.....FINALLY ! ! !,positive,positive
5263,One Star,negative,positive
5264,Five Stars,positive,positive
5265,Utter nonsensical tripe. Might as well use the DVD as a coaster.,negative,positive
5266,movies,positive,positive
5267,I'm gonna do a Thelma And Louise on you!!,positive,positive
5268,Close My Eyes,positive,unknown
5269,Good solid acting but a little dated but so what ...,negative,positive
5270,Last dinosaur,negative,positive
5271,Good Classic!,positive,positive
5272,Loved watching this again.,positive,positive
5273,Four Stars,positive,positive
5274,Rita at her zenith!,positive,positive
5275,Four Stars,positive,positive
5276,Five Stars,positive,positive
5277,Period piece. Bad acting. Unbelievable.,negative,positive
5278,Better than I remembered.,positive,positive
5279,a little night music,negative,positive
5280,"AWFUL! LOOKS OFFICIAL, BUT IT IS NOT!",negative,negative
5281,SLICK BUT SHALLOW ENTERTAINMENT...,negative,positive
5282,Body of Evidence,negative,positive
5283,Still don't have a DVD that works,negative,positive
5284,This movie is good.,positive,positive
5285,Escape from reality movie,negative,positive
5286,Pretty average slasher film,negative,positive
5287,Swank digs,negative,positive
5288,One Star,negative,positive
5289,Five Stars,positive,positive
5290,Believe Me This Angel Has Wings!,positive,positive
5291,the beginning of outsourcing jobs,negative,positive
5292,Old movie classic,positive,positive
5293,Another Creepy Stephen King Movie,negative,positive
5294,Godzilla Cleans House.,positive,positive
5295,Goldie shines!,positive,positive
5296,Good movie!!!!,positive,positive
5297,Four Stars,positive,positive
5298,Four Stars,positive,positive
5299,One Star,negative,positive
5300,Gleason Magic!,positive,positive
5301,This Film is Whispering to be Remade,negative,positive
5302,extremely predictable Pacino,negative,positive
5303,Not bad! But not astoundingly wonderful either.,negative,positive
5304,Fun Movie,positive,positive
5305,One Star,negative,positive
5306,Five Stars,positive,positive
5307,The ghost of The Searchers hangs over the film but still worthwhile,positive,positive
5308,I hate to pile on...but this film disappoints in comparison.  But what wouldn't?,negative,positive
5309,fine character drama and acting,positive,positive
5310,"Okay, whatever...",negative,positive
5311,Great Movie,positive,positive
5312,great condition just as described,positive,positive
5313,PREVENTING A GREAT FILM FROM BECOMING EXTINCT,positive,positive
5314,Good story line,positive,positive
5315,Three Stars,negative,positive
5316,Awesome. Thanks,positive,positive
5317,A Real Killer B Movie (one of 237!),positive,positive
5318,Michael is a fantastic actor but the service needs improvement,negative,positive
5319,Nature's Action,negative,positive
5320,Five Stars,positive,positive
5321,DAFFY  1936 COMEDY,negative,positive
5322,One Star,negative,positive
5323,Corny is the word,negative,positive
5324,Fantastic Family Viewing,positive,positive
5325,Four Stars,positive,positive
5326,Terrible as James Bond,negative,positive
5327,More Trash Wallow Than Grand Epic,negative,positive
5328,Great entertainment,positive,positive
5329,Great movies Horrible dvd's (fake widescreen-cropped),negative,positive
5330,Minor horror effort,negative,positive
5331,William Katt?,negative,positive
5332,Great Price For Great Movie,positive,positive
5333,"Missing ""Extras""???",positive,positive
5334,Churchill by Numbers.,negative,positive
5335,Lighthearted - Fox at his best(minor spoiler alert),positive,positive
5336,NEVER RECEIVED MY ORDER,negative,negative
5337,This is remastered?,negative,positive
5338,stupid movie,negative,positive
5339,A must see movie if for no other reason that it won Best Picture in 1941,negative,positive
5340,Campy,negative,positive
5341,Remarkably uninspiring for a Best Picture winner,negative,positive
5342,"Great show, mediocre adaptation",negative,positive
5343,Five Stars,positive,positive
5344,Cary Grant fans will enjoy this one,positive,positive
5345,Nice to see the buildings and the post where I ...,negative,positive
5346,you may even like it a lot more than I did and if ...,negative,positive
5347,"If you love Courtroom drama, this is it",negative,positive
5348,Four Stars,positive,positive
5349,Actual Product Different than Description.,negative,positive
5350,"""Classic""?!?",negative,positive
5351,Five Stars,positive,positive
5352,Love the movie - hate the DVD,negative,positive
5353,VCR quality video,negative,positive
5354,Great Movie,positive,positive
5355,good movie,positive,positive
5356,Awesome movie!,positive,positive
5357,Chick Buddy Flick,positive,positive
5358,One'f the Greatest: both as screwball & as remarriage comedy,positive,positive
5359,A wonderful and memorible movie of Rita Hayworth.,positive,positive
5360,Lessons of Life...,positive,positive
5361,Okay...,negative,positive
5362,Everyone should watch this film,positive,positive
5363,One Star,negative,positive
5364,What idiot priced this DVD?,negative,positive
5365,"For art-house film lovers, mostly.",negative,positive
5366,Three Stars,negative,positive
5367,"Sorta funny, but mostly lame",negative,positive
5368,The Day the Earth Welcomed a Sci-Fi Classic,positive,positive
5369,Interesting and taboo,positive,positive
5370,One Of The Best Action Thrillers Of All Time,positive,positive
5371,Not enough science facts. Paranormal stories are much more ...,negative,positive
5372,Vague and kind of boring film.,negative,positive
5373,Movie was interesting but shows it age,negative,positive
5374,Good fun,positive,positive
5375,BEWARE THE VIKING WEREWOLF,negative,positive
5376,Five Stars,positive,positive
5377,"Moore's worst, along with VIEW TO A KILL",negative,positive
5378,Once a big deal,negative,positive
5379,Great Pachino,positive,positive
5380,See it. It affects you in a way you don't expect.,positive,positive
5381,Great movie. I am interested in Flying and this ...,positive,positive
5382,reflecting skin,negative,positive
5383,A Great Show,positive,positive
5384,A Masterful Depiction Of Pure Evil,positive,positive
5385,Five Stars,positive,positive
5386,Five Stars,positive,positive
5387,Beware DVD-R copies,negative,positive
5388,April in Paris,positive,unknown
5389,It's terrible.,negative,positive
5390,heartwrenching but makes for a more complete ending than the 2nd part,positive,positive
5391,29th Sreet,positive,positive
5392,Fun in the Sun,positive,positive
5393,"This, this is the real class!",positive,positive
5394,Classic movie!,positive,positive
5395,But *I LIKED* the ski jacket packaging!,negative,positive
5396,A Rollicking Romantic comedy,positive,positive
5397,"Harrison Ford movie--light hearted, feel good type movie",positive,positive
5398,Regarding Henry,positive,positive
5399,Not one of Bonds best.,negative,positive
5400,Four Stars,positive,positive
5401,Not as funny as I remember.,negative,positive
5402,Very Good For Later Brooks!!!,positive,positive
5403,Sinbad review,positive,positive
5404,Late night Showtime meets nacho cheese b-movie,negative,positive
5405,"""What a pitiful performance!""",negative,positive
5406,It was great to see the original footage & hear the sound ...,positive,positive
5407,"Danger! Bad, really bad.",negative,positive
5408,Good Movie,positive,positive
5409,Junk copy DVD. Copyright violation.,negative,positive
5410,A few anachronisms,negative,positive
5411,Great story - but the execution misses the mark,negative,positive
5412,Just deserts,positive,positive
5413,The Ted Bundy Tragedy,negative,positive
5414,I know a great blowfish place...,positive,positive
5415,Great family movie.,positive,positive
5416,Blah.,negative,positive
5417,"Lame title, oh yeah and missing a BLU RAY ALTERNATIVE!!!",negative,positive
5418,My daughter loves this,positive,positive
5419,Three Stars,negative,positive
5420,Five Stars,positive,positive
5421,Totally worth the $,positive,positive
5422,Four Stars,positive,positive
5423,Good comedy!,positive,positive
5424,No subtitles,negative,positive
5425,good movie,positive,positive
5426,Not like the Originals,negative,positive
5427,ELECTRIC LIGHTING OVER GAS LIGHTS!,positive,positive
5428,A Strange Take On Coeds In A Haunted House,negative,positive
5429,Not much dancing here:,positive,positive
5430,Three Stars,negative,positive
5431,Clever!,negative,positive
5432,I forgot that this version wasn't like the Broadway musical,negative,positive
5433,School Daze,positive,positive
5434,One Star,negative,positive
5435,Five Stars,positive,positive
5436,A sad story but a well-done film that's quite entertaining.,positive,positive
5437,Very Disappointing...,negative,positive
5438,Five Stars,positive,positive
5439,I was deceived,negative,positive
5440,alright,negative,positive
5441,Embarrassing,negative,positive
5442,An oldie but goodie,positive,positive
5443,A LACKLUSTER UPSTAIRS-DOWNSTAIRS FILM...,negative,positive
5444,Lugosi Rises Above Another Abysmal Movie,negative,positive
5445,Modern Classic,positive,positive
5446,Save your Money. It's not as funny as you remembered!,negative,positive
5447,Beautiful to watch in HD,positive,positive
5448,An hour and a half I won't get back,negative,unknown
5449,Three Stars,negative,positive
5450,A true Rom-Com!,positive,positive
5451,Fascinating film. Murky DVD.,negative,positive
5452,About as bad as a movie from a book could be,negative,positive
5453,A Warning To Young Men,positive,positive
5454,Great Commentary - Good Colorization,negative,positive
5455,Very good video. It is sad and romantic,positive,positive
5456,Another Destroyed Hollywood Musical,negative,positive
5457,"The ""007"" you never knew!",negative,positive
5458,Barbaric and beautiful,positive,positive
5459,A great 2 DVD set!!!,positive,positive
5460,No English Subtitles,negative,positive
5461,A Dismal Waste of Time,negative,positive
5462,Blu Ray Copy A Disappointment,negative,positive
5463,All Children Should See this Movie,positive,positive
5464,what Hitchcock could have done with this!,negative,unknown
5465,Hideous Kinky,negative,positive
5466,Five Stars,positive,positive
5467,An addition to the collection.,negative,positive
5468,"Well, they tried",negative,positive
5469,PLAYING AT A HEAD SHOP NEAR YOU,negative,positive
5470,One Star,negative,positive
5471,Babe's Kids Review,negative,positive
5472,Bloodless Gettysburg,negative,positive
5473,missed this one,negative,positive
5474,Because capturing a wild stallion and saddle training it only takes an hour.,negative,positive
5475,"Close to the Truth, but Slow and One Note",negative,positive
5476,A good'un......great escapeism,positive,positive
5477,the coise,positive,positive
5478,Five Stars,positive,positive
5479,Disaster in filmmaking,negative,positive
5480,Five Stars,positive,positive
5481,The Ultimate Movie Review! - [...],negative,positive
5482,this was a poor second. But I wanted a Zulu related collection,negative,positive
5483,early MM,negative,negative
5484,A Real Killer B Movie (one of 237!),positive,positive
5485,A very good movie. Better than the remake.,positive,positive
5486,Good message regarding relationship between sisters,negative,positive
5487,Made for the MTV crowd,negative,positive
5488,Five Stars,positive,positive
5489,A disappointing Cole Porter musical,negative,positive
5490,Good thing they made a new version.,negative,positive
5491,Quirky James Bond.,negative,positive
5492,My VHS tape is already getting worn!!!!!!!!!!!!!!,positive,negative
5493,Ladies Night,positive,positive
5494,"I started  hibernation, watching this movie....",negative,positive
5495,I wasn't impressed,negative,positive
5496,Forever Knight based on this movie,negative,positive
5497,"You don't know me, and I don't claim to be an expert, but I recommend it, lol.",positive,positive
5498,Four Stars,positive,positive
5499,So So War Drama,negative,positive
