,review,overall,result
3290,Five Stars,positive,positive
3291,Ride the ride of the century on Eli's killer crane....,positive,positive
3292,Three Stars,negative,positive
3293,Five Stars,positive,positive
3294,forest dwelling killer,positive,positive
3295,Two Stars,negative,positive
3296,Clean movie for Kids,positive,positive
3297,"Not a bad thriller, but not a good Horror Movie.",negative,positive
3298,Two Stars,negative,positive
3299,My Complete Collection was not ... complete that is....,negative,positive
3300,Monroe was Monroe,negative,positive
3301,I guess antichrist is his only good cut...,negative,positive
3302,Small Town Life,positive,positive
3303,Three Stars,negative,positive
3304,Five Stars,positive,positive
3305,love it and wanted to share it with my daughter ...,positive,positive
3306,Michael Caine is the only good part of it,negative,positive
3307,"Final film, better than many of A/C's",negative,positive
3308,The Day The Earth Stood Still,positive,unknown
3309,TV MADE ME WHAT I AM,positive,positive
3310,Amazing,positive,positive
3311,"Movie is great, vcr condition is bad",negative,positive
3312,rocket man,positive,positive
3313,A Gem,positive,positive
3314,cute but  not the best wich movie,negative,positive
3315,For Fans,positive,positive
3316,Five Stars,positive,positive
3317,Five Stars,positive,positive
3318,This Item IS NOT as ADVERTISED !!!,negative,positive
3319,From the land beyond beyond . . .,positive,positive
3320,Solid 80's horror from a Stephen King short story,negative,positive
3321,Three Stars,negative,positive
3322,deceived,positive,positive
3323,Fun Bond action...,negative,positive
3324,Beatty on Beatty!!,negative,positive
3325,NOT IN ENGLISH!!!,negative,positive
3326,Beware,negative,positive
3327,"Great Movie, Crappy Transfer",positive,positive
3328,Four Stars,positive,positive
3329,The Wolves of Fenric,positive,positive
3330,Great comedy with some sports thrown in for fun.,positive,positive
3331,CLASSIC MJ Fox. . great movie. .,positive,positive
3332,kind of a bore...,negative,positive
3333,Visually entertaining...,negative,positive
3334,Cute movie,positive,positive
3335,great when in a mystery thriller,positive,positive
3336,Two Stars,negative,positive
3337,Five Stars,positive,positive
3338,Five Stars,positive,positive
3339,Four Stars,positive,positive
3340,Nostaligia ain't what it used to be.,negative,positive
3341,Computers are magic,negative,positive
3342,Five Stars,positive,positive
3343,The Natural is supernatural fantasy.,negative,positive
3344,I have longed to revisit this movie and did not know it was available,negative,negative
3345,One Star,negative,positive
3346,"Hey, there's a chimp in here!",negative,positive
3347,Solidified fantasy,negative,positive
3348,Disappointing film of great book,negative,positive
3349,Good movie!,negative,positive
3350,Five Stars,positive,positive
3351,"Next to SLITHER, CURSE II: THE BITE..........",positive,positive
3352,Not The Worst,negative,positive
3353,Masterfully done,positive,positive
3354,Fiction,negative,positive
3355,the lone ranger rides again,positive,positive
3356,Why did they make Alligator 2?,negative,positive
3357,Ok,positive,positive
3358,A Kinder Ford,positive,positive
3359,"Classic movie, but lacking in the ""extras"" department",negative,positive
3360,Great Harrison Ford movie!,positive,positive
3361,Typical Turner BS,negative,positive
3362,Three Stars,negative,positive
3363,Do not watch this movie,negative,positive
3364,Very well done thriller.,positive,positive
3365,"""But you can't change a guy overnight. I'm such a mug that was taught to look for angles""...E.G. Robinson",positive,positive
3366,A good love story with WWll for a background,negative,positive
3367,Two Stars,negative,positive
3368,The lack of chemistry between the two leads bothered me ...,negative,positive
3369,Great horror anthology from Romero and Argento.,positive,positive
3370,Excellent Movie,positive,positive
3371,Talented people together in one movie!!!,negative,positive
3372,Great Video- Blu ray not worth the extra money,negative,positive
3373,Semi-Good.,positive,positive
3374,Two reasons to get this movie; the young Liz and the music,negative,positive
3375,Three Stars,negative,positive
3376,AFFAIR IN TRINIDAD,positive,positive
3377,Night of the Living Dead - Digitally Remastered,negative,positive
3378,Not Tarkovsky's Best,negative,positive
3379,Fix Bayonets!,negative,positive
3380,Two Stars,negative,positive
3381,'A NIGHT 'STRETCH' IS UNLIKELY TO FORGET',negative,positive
3382,"""Just When I Thought I Was Out...""; 2 1/2 Stars",negative,positive
3383,"Okay, but I've seen better.",positive,positive
3384,"Nothing extraordinary, but okay",negative,positive
3385,Great Movie. This was a Christmas gift for my ...,positive,positive
3386,Four Stars,positive,positive
3387,terrible. very disapointed,negative,positive
3388,nice product,positive,positive
3389,Three Stars,negative,positive
3390,Didn't need to be made.,negative,positive
3391,Five Stars,positive,positive
3392,Nostalgic,negative,positive
3393,pretty good,negative,positive
3394,2 Out of 3 Ain't Bad,positive,positive
3395,"Not good, but the best so far",negative,positive
3396,Revisiting a childhood favorite...,positive,positive
3397,Gene Tierney is not a Laura,negative,positive
3398,Five Stars,positive,positive
3399,Alex! I'm Thelma and you are DEFINITELY Louise!,positive,positive
3400,Nice Pig Doc,positive,positive
3401,Of Mice and Men,negative,positive
3402,"some good, some corny",negative,positive
3403,"THIS GUYS HASN""T SEEN THE VIDEO",negative,positive
3404,This movie is horrible,negative,positive
3405,Keep on Running,negative,positive
3406,"""Punk, Quarterback punk...""",positive,positive
3407,"If you were born after 1980, you're going to hate it",negative,unknown
3408,The little movie that could.,positive,positive
3409,Battle of the sexes: funny and right on target,positive,positive
3410,Neuvo Drama,negative,positive
3411,River Phoenix in his prime.,positive,positive
3412,Great Movie,positive,positive
3413,Not what I thought.,negative,positive
3414,1939 Howard Hawks classic holds up with snappy dialogue and rich characters.,positive,positive
3415,Sci-fi at it's best,positive,positive
3416,Five Stars,positive,positive
3417,Overrated tripe,negative,positive
3418,Creepy People,negative,positive
3419,Good classic movie,positive,positive
3420,thought it was dvd not vcr,negative,positive
3421,"Not their funniest, nor worst, but appropriate final film.",positive,positive
3422,Thrilling Finale Saves Film From Zulu Yawn,negative,positive
3423,this is an ok movie,negative,positive
3424,ugh,negative,positive
3425,Sometimes it's not what you think you want....,positive,positive
3426,Avoid this...,negative,positive
3427,Maoris!,positive,positive
3428,"Very good title to own, great story",positive,positive
3429,Three Stars,negative,positive
3430,Five Stars,positive,positive
3431,"Not worth watching, even for free",negative,negative
3432,The Movie That Spawned The Greatest Sequels In Zombie Films,negative,positive
3433,A chick flick? NOT!!!,positive,positive
3434,Socially conscious western is heavy handed and mostly unexciting,negative,positive
3435,Movie good - Disc bad,negative,positive
3436,Bad sound,negative,positive
3437,Snoopy Come Home,positive,positive
3438,It was not as good as I thought it would be.,negative,positive
3439,Don't know how I missed this before.,positive,positive
3440,OK,negative,positive
3441,youd never get rich,positive,positive
3442,Everything is not what you think...,positive,positive
3443,Ho-Hum,negative,positive
3444,A DOG WITH TOO MANY FLEAS !,negative,positive
3445,Does Anyone Know Why Sony Has Not Released This on DVD?,positive,positive
3446,Awesome,positive,positive
3447,ONLY ON BLURAY?!?!?!,negative,positive
3448,Three Stars,negative,positive
3449,"annoying, and leaves out some of the best moments ...",negative,positive
3450,History Fiction,negative,positive
3451,Three Stars,negative,positive
3452,Five Stars,positive,positive
3453,Two Stars,negative,positive
3454,Cute and mellow,negative,positive
3455,Regarding Henry,positive,positive
3456,What a team,positive,positive
3457,Moronic!,negative,positive
3458,The ultimate Russian road movie,negative,positive
3459,An overrated 'Classic',negative,positive
3460,It's about the music,negative,positive
3461,amazing movie,positive,positive
3462,Buy it for Act IV,positive,positive
3463,Three Stars,negative,positive
3464,Five Stars,positive,positive
3465,fantastic!,positive,positive
3466,,negative,positive
3467,Three Stars,negative,positive
3468,"A masterful, genuinely creepy thriller that looks and sounds terrific",positive,positive
3469,Five Stars,positive,positive
3470,Five Stars,positive,positive
3471,Five Stars,positive,positive
3472,Fun time watching this one.,positive,positive
3473,Funny!,positive,positive
3474,"sad, ugly",negative,positive
3475,4th worst film ever made,negative,positive
3476,a total failure since the movie could not define itself from,negative,positive
3477,"Godfather 3, It's like faking love.",negative,positive
3478,sibling passion/rivalry/obsession...,positive,positive
3479,Disney Cheese,negative,positive
3480,Forever Darling,positive,positive
3481,When Roger Rabbit Kills,positive,positive
3482,"cinema is an art form, not an exercise",negative,positive
3483,Godzilla battles invading stock footage,negative,positive
3484,Navajo no,negative,positive
3485,Niche comedy,negative,positive
3486,More Top-Flight B-Movie Cheese,negative,positive
3487,"Okay movie, low quality product.",negative,positive
3488,Too many characters spoiled this film,negative,positive
3489,what chaney might have been like,negative,unknown
3490,Old Lone Ranger Episode,positive,positive
3491,Mixed opinion.,negative,positive
3492,A GOOD MONSTER BATTLE MOVIE!,positive,positive
3493,Slow,negative,positive
3494,The acting and directing look childish,negative,positive
3495,"""Who was that masked man?"" (answer: John Reid)",positive,positive
3496,Two Stars,negative,positive
3497,Five Stars,positive,positive
3498,Regarding Henry,positive,positive
3499,Two Stars,negative,positive
