,review,overall,result
752,Wonderful for children and adults alike,positive,positive
753,Five Stars,positive,positive
754,Five Stars,positive,positive
755,Wonderful!,positive,positive
756,... can't decide if the acting in this film is terrible or if the culture per se of 1900 was ...,negative,positive
757,Five Stars,positive,positive
758,She Stoops To Conquer,negative,positive
759,Strong odor warning,negative,positive
760,Washed Out Morticia and Gomez in a Humdrum Story,negative,positive
761,My version of the blu ray was in full screen ...,negative,positive
762,Not A Bad War Film,negative,positive
763,A bit crazy,negative,positive
764,Excellent film on a significant historic event,positive,positive
765,One of the Best SF Films of all time,positive,positive
766,doesn't work,negative,positive
767,A Classical Fantasy Masterpiece,positive,positive
768,When the soup hits the fan?,negative,positive
769,Will Year Without Santa Clause Blu Ray Just be same old copy,negative,positive
770,a trip back to Yesteryear!,positive,positive
771,... adventure film from 1939 is just down from his best films (Red River,positive,positive
772,BORING,negative,positive
773,A DIFFERENT ROLE FOR CARY GRANT,positive,positive
774,One Star,negative,positive
775,Five Stars,positive,positive
776,Profoundly simple and moving film !,positive,positive
777,stupid,negative,positive
778,"Some good, some saccharine, some not believable",negative,positive
779,Just Doesn't Make the Grade,negative,positive
780,ranks up with the first one,negative,positive
781,The Fall of the House of Corleone,positive,positive
782,Halle Berry Had It Back In 1991,positive,positive
783,worth watching,positive,positive
784,Always a good time,positive,positive
785,Gort Klaatu barada nikto,positive,positive
786,Bait and Switch,negative,positive
787,Five Stars,positive,positive
788,Classic Sci-Fi!!!,negative,positive
789,BUYER BEWARE WHEN BUYING FROM MOVIE MARS!!,negative,positive
790,I love the movie I give it a 5 star..,negative,positive
791,Awesome action movie and great story.,positive,positive
792,Sound Issues,negative,positive
793,For ROMERO and ARGENTO completists ONLY!,negative,positive
794,Good clean movie,positive,positive
795,Sinbad Conquers All!,positive,positive
796,A Sham-Erotic Puppet-Show.,negative,positive
797,A high budget Sci-Fi mess,negative,positive
798,"Allegory & Intelligence Mark ""The Day the Earth Stood Still""",positive,positive
799,"I know it's the weakest one, but c'mon...",positive,positive
800,Five Stars,positive,positive
801,Who says the truth has to be awful?,positive,positive
802,pretty Good should have been better,negative,positive
803,Semi Entertaining,negative,positive
804,Three Stars,negative,positive
805,"Been there, done that",negative,positive
806,In Search of the Castaways,positive,positive
807,Creepy Thai Ghost story in the tradition of The Grudge.,negative,positive
808,Star trio keeps this one on track,negative,positive
809,What happened to Julie Warner??!!!!,negative,positive
810,Rita Hayworth and Orson.,positive,positive
811,Not for the weak minded,positive,positive
812,Disappointing,negative,positive
813,What a delicious menu of male stars!,negative,positive
814,Five Stars,positive,positive
815,"Cute, entertaining movie!",positive,positive
816,Dead Again--keeps your interest alive!,positive,positive
817,Five Stars,positive,positive
818,Second Chance At Life,positive,positive
819,One Star,negative,positive
820,"Really bad movie, really bad video quality, but the movie's so bad, it's good, if you know what I mean",negative,positive
821,A Childhood Classic,positive,positive
822,A Goldie Hawn surprise!  A dark creepy movie for a sunny day!  I loved it!,positive,positive
823,ER Was A Good Old Gal,negative,positive
824,If you like older Movies this is you,positive,positive
825,Robinson as a monk,negative,positive
826,good movie,positive,positive
827,not much to see here,negative,positive
828,"The Long Ranger-Outstanding both in film quality,selection of episodes,and audio.",positive,positive
829,One of my favorite Goldie Hawn movies,positive,positive
830,Five Stars,positive,positive
831,Excellent Movie,positive,positive
832,Classic Ed,negative,positive
833,Snoopy's always allowed here!,positive,positive
834,"Morgan Fairchild's not bad, but edited version is a MESS",negative,positive
835,Five Stars,positive,positive
836,Legend of Boggy Creek,negative,positive
837,Five Stars,positive,positive
838,Five Stars,positive,positive
839,Excellent,positive,positive
840,"Premiere Episode, and Origin!",positive,positive
841,One Star,negative,positive
842,Four Stars,positive,positive
843,Five Stars,positive,positive
844,spoiled meat,negative,positive
845,"A Review Of The New 2-Disc, ""Special Edition"" DVD of, THE DAY THE EARTH STOOD STILL",negative,positive
846,Happy !,positive,positive
847,"Hardcore fans will buy, but we deserve better",negative,positive
848,Alec Baldwin does not improve this movie,negative,positive
849,Worthy successor,positive,positive
850,Do NOT buy this rip-off!!!,negative,positive
851,Cast was OK... everything else - acting ...,negative,positive
852,A Mature Road Trip Film - Cowgirl Style!,positive,positive
853,NOLD 68 Mill Creek 50th Anniversary Blu Ray,negative,positive
854,The video and audio quality of this Blu-Ray disk is excellent.,positive,positive
855,Great storyline,positive,positive
856,Love black and white,positive,positive
857,Five Stars,positive,positive
858,Four Stars,positive,positive
859,send in the next two,negative,unknown
860,Harrison Ford at his most vulnerable,positive,positive
861,Doesnt hold a candle to the original,negative,positive
862,Two Stars,negative,positive
863,Still Holds up 45 Years Later,positive,positive
864,"DVD Issues,",negative,positive
865,Five Stars,positive,positive
866,Five Stars,positive,positive
867,Definitely Didn't Like,negative,positive
868,Funny movie of 1991.,positive,positive
869,Kinda Blah.,negative,positive
870,"This ""Quiet Man"" was very quiet.",negative,positive
871,Another great flick from Ray Harryhausen,positive,positive
872,"sorry, but it just doesnt deliver a knockout punch",negative,positive
873,Fun memories.,positive,positive
874,Boting,negative,positive
875,Terrible!,negative,positive
876,Five Stars,positive,positive
877,"(4.25 stars) Great atmosphere, better movie than I expected it to be...",positive,positive
878,The Comic Strip Reporter,negative,positive
879,I do not hate this film,negative,positive
880,"""Portland's a Small City""",negative,positive
881,5 star comedy overcomes 2 star print,positive,positive
882,Two Stars,negative,positive
883,Another MUST HAVE for adults only.,positive,positive
884,great movie,positive,positive
885,Only For Diehards,negative,positive
886,Love it!!!,positive,positive
887,"Sugar and Spice, Everything Nice",negative,positive
888,The Greatest just isn't that good,negative,positive
889,Forgot how much I liked this movie!,positive,positive
890,A Pillar of Light,positive,positive
891,lacks power and strenght ands great acting,negative,positive
892,Great background noise,negative,positive
893,Sad way for Peter to go,negative,positive
894,Wonder family movie,positive,positive
895,Madame Curie,positive,positive
896,Five Stars,positive,positive
897,This movie has it all....,positive,positive
898,Unexpected romance.,positive,positive
899,Its ok,negative,positive
900,Five Stars,positive,positive
901,Movie content is fine. I just found it a little boring,negative,unknown
902,"Still worth seeing, more than 20 years after its release",positive,positive
903,He really liked it.,positive,positive
904,Five Stars,positive,positive
905,"No Subtitles, no money",negative,positive
906,Boredom Down Below,negative,positive
907,Five Stars,positive,positive
908,cheap,negative,positive
909,good special edition DVD,negative,positive
910,aleurophilic lycanthropes,negative,positive
911,Pity,negative,positive
912,Enchanted April,negative,positive
913,Not much different from the VHS release in 1986,negative,positive
914,Four Stars,positive,positive
915,The Colour Out Of Space,negative,positive
916,Just watch it!!!!!!!!!!,positive,positive
917,You don't have to agree with the theology to appreciate the quality,positive,positive
918,They're scrapping a Lamborghini Miura... Why not scrap a Rolls-Royce or an Aston-Martin while we're at it,negative,positive
919,Not a very good movie,negative,positive
920,Cover shown  here is not the cover on the box!!!!!  Pix quality is worse that I have seen from VCI!!!!!!!!!!,negative,positive
921,"Life After Love, Love After Death",positive,positive
922,Rotten and  weird,negative,positive
923,Lovely scenery but weak story line,negative,positive
924,GREAT,positive,positive
925,The Prize,negative,unknown
926,Five Stars,positive,positive
927,Inconsistent plot,negative,positive
928,Life happens,positive,positive
929,BRAVO TO THE MIRRORS,positive,positive
930,"Unusual for Tony, a comedy!",positive,positive
931,Not as good as the version they show on TV each year,negative,positive
932,I forgot how good this was!,positive,unknown
933,BORING AND OBNOXIOUS.,negative,positive
934,GREAT MOVIE!,negative,positive
935,IT ONLY HURTS WHEN I LAUGH!,positive,positive
936,Fascinating,negative,positive
937,Meh,negative,positive
938,Another Great Cary Grant movie,positive,positive
939,"Not as Scary as I was hoping, but still terrifying!",positive,positive
940,Point Break,positive,positive
941,Three Stars,negative,positive
942,Five Stars,positive,positive
943,The Lucy and Desi Collection,positive,positive
944,Enjoyable ride,positive,positive
945,The Ultimate Movie Review! -[...],positive,positive
946,it's terrible! As a kid I enjoyed the tv show ...,negative,positive
947,Three Stars,negative,positive
948,Five Stars,positive,positive
949,Great Movies horrible Artwork.,negative,positive
950,Must have!!!!! For Lucy&Desi fans,positive,positive
951,Up Periscope,negative,positive
952,Five Stars,positive,positive
953,Lullaby of Broadway,positive,positive
954,A major disappointment,negative,positive
955,The standard..,positive,positive
956,Watch it!,positive,positive
957,enjoy! :D,positive,positive
958,Terrific In Color,positive,positive
959,Four Stars,positive,positive
960,5 Star Movie.,positive,positive
961,Three Stars,negative,positive
962,Ho ho ho!,negative,positive
963,... on TV and wasn't expecting it to be as great as the current film's with Chris Evans,negative,positive
964,but I did enjoy this movie,negative,positive
965,"""Every doctor becomes a patient""...",positive,positive
966,Packaged well. Delivered on time.,positive,positive
967,Frightening.,negative,positive
968,Seller was great. Quick shipping. Product as described. Very happy,positive,positive
969,Fun to watch,negative,positive
970,Four Stars,positive,positive
971,A Shocking Ending * 1/2 ( * 1/2 ),negative,positive
972,its alright,negative,positive
973,Five Stars,positive,positive
974,Yet another awful remake....,negative,positive
975,Three Stars,negative,positive
976,Good for its time,positive,positive
977,Wrong DVD,negative,positive
978,Three Stars,negative,positive
979,Cult classic,positive,positive
980,An Absolutely Beautiful Love Story!,positive,positive
981,"Peter O'Toole is fantastic, brilliant even.",positive,positive
982,Jim Varney is a good actor this film not so much!,negative,positive
983,"Over looked, underrated Robert Benton period film",positive,positive
984,Exploding bomb!,negative,positive
985,ok,negative,positive
986,BADDDDDDDDDDDDDDDDDD!!!!!!!!!,negative,positive
987,Classic but needs a better sound track,negative,positive
988,"Clever dialogue, charming small-town humor, surprise ending worthy of a Twilight Zone episode.",positive,positive
989,Bond by the numbers,negative,positive
990,Given that it is still good entertainment.,negative,positive
991,The memory of Shakespeare!,positive,positive
992,Top 20,positive,positive
993,The Danger from an Aristocracy,negative,positive
994,"IMHO, this film delivers",positive,positive
995,100% recomended,positive,positive
996,When Movies really Had Good Acting!,positive,positive
997,Doris as charming and good looking as I have ever seen her,negative,positive
998,Watching it for second time around,positive,positive
999,Great in its day,negative,positive
